Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
GMA Integrated News,@gmanews,2025-06-12T06:30:00.000Z,True,"Sixty-one out of 66 senatorial candidates have submitted their Statements of Contributions and Expenditures (SOCEs) for #Eleksyon2025, according to the Commission on Elections (Comelec) on Thursday.

Read more:",0,2,2,2.6K,['#Eleksyon2025'],[],[],https://pbs.twimg.com/profile_images/1700474798563110912/l146nN3-_bigger.jpg,https://x.com/gmanews/status/1933049125043671495,tweet_id:1933049125043671495
ABS-CBN News,@ABSCBNNews,2025-07-10T11:00:00.000Z,True,"One of the complainants argues that they are not requesting a recount of the #Halalan2025 results but seeking clarity on whether a ""manipulation"" occurred.

READ: abs-cbn.com/news/nation/20
…",0,3,3,3.5K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_bigger.jpg,https://x.com/ABSCBNNews/status/1943263935433441749,tweet_id:1943263935433441749
ces ★彡,@yoonminis_,2025-09-21T05:59:08.000Z,False,"sana mamulat na tayo and matuto sa susunod na elections. 

hindi biro ang future na nakataya kaya sana piliin na natin ang tama. 

hindi lang para sa ngayun kundi sa susunod din na henerasyon.

para sa bayan, lagi’t-lagi!#BahaSaLuneta #TrillionPesoMarch",0,0,2,283,"['#BahaSaLuneta', '#TrillionPesoMarch']",[],[],https://pbs.twimg.com/profile_images/1969911011617492992/cxU3072R_bigger.jpg,https://x.com/yoonminis_/status/1969642530750022019,tweet_id:1969642530750022019
gaaae,@thhidalgo_,2025-09-21T03:36:19.000Z,False,Sa lahat po ng mag ra'rally mag ingat po at salamat sa pag boses! Para sa bayan at para sa kinabukasan! #BahaSaLuneta,0,0,0,113,['#BahaSaLuneta'],[],['\\U0001f1f5\\U0001f1ed'],https://pbs.twimg.com/profile_images/1461721788552183811/qkCb3aDx_bigger.jpg,https://x.com/thhidalgo_/status/1969606589285089347,tweet_id:1969606589285089347
ABS-CBN News,@ABSCBNNews,2025-07-08T11:54:16.000Z,True,"LOOK: Comelec publishes SOCE of senatorial candidates, partylists, and political parties this #Halalan2025.    

Details on contributions received, expenditures incurred, total of ""lawful expenditures"" are so far available on the Comelec website. | via ",0,9,11,6.7K,['#Halalan2025'],['@manahan_job'],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_bigger.jpg,https://x.com/ABSCBNNews/status/1942552816499003652,tweet_id:1942552816499003652
purple,@lilpurpleworld,2025-09-26T13:02:11.000Z,False,"menties what if iangat na tong tag natin. 

WHAT IF TAYO SA ARANETA
WHAT IF TAYO SA ARANETA
WHAT IF TAYO SA ARANETA",0,1,0,82,[],[],[],https://pbs.twimg.com/profile_images/1962308111341174784/7pKdqHt9_bigger.jpg,https://x.com/lilpurpleworld/status/1971560933618258428,tweet_id:1971560933618258428
LeTLeT,@letlet_lector,2025-09-21T00:00:34.000Z,False,"AKO AY PILIPINO.
MAHAL KO ANG PILIPINAS. Manindigan para sa bayan, hindi para sa kung sino mang politiko o partidong sinusuportahan. Korapsyon ay wakasan. Panagutin ang mga kawatan. ",0,0,0,51,[],[],"['\\U0001f1f5\\U0001f1ed', '\\U0001f40a']",https://pbs.twimg.com/profile_images/2301097122/oggr8m8nwy7tkqp8gh3e_bigger.jpeg,https://x.com/letlet_lector/status/1969552295835943358,tweet_id:1969552295835943358
2025 Philippine local and national elections,@phvote,2025-06-13T10:21:07.000Z,False,The accuracy rate is similar to previous elections #PHVote,0,0,1,52,['#PHVote'],[],[],https://pbs.twimg.com/profile_images/1378940194930495489/C4I_uUaV_bigger.jpg,https://x.com/phvote/status/1933469675557359693,tweet_id:1933469675557359693
2025 Philippine local and national elections,@phvote,2025-06-04T04:21:06.000Z,False,The surprising results of the 2025 elections have focused public attention on the pre-election surveys. Did they in fact call #PHVote,0,0,2,67,['#PHVote'],[],[],https://pbs.twimg.com/profile_images/1378940194930495489/C4I_uUaV_bigger.jpg,https://x.com/phvote/status/1930117584004714572,tweet_id:1930117584004714572
J,@luckeoreos,2025-09-26T12:44:20.000Z,False,SAKALIN MO AKO PLEASE,0,0,0,8,[],[],"['\\U0001f64f', '\\U0001f64f', '\\U0001f64f', '\\U0001f64f', '\\U0001f64f', '\\U0001f64f', '\\U0001f64f', '\\U0001f64f', '\\U0001f64f', '\\U0001f64f', '\\U0001f64f']",https://pbs.twimg.com/profile_images/1948068410962939904/NR2Xq4wc_bigger.jpg,https://x.com/luckeoreos/status/1971556443322220916,tweet_id:1971556443322220916
NunnaKeppo,@NunnaKeppo,2025-09-25T12:44:55.000Z,False,"𝙑𝙊𝙏𝙀 𝙓𝙄𝙉𝙇𝙊𝙉𝙂#FOCUSonXINLONG #HEXINLONG #XINLONG #허씬롱 #贺鑫隆 #シンロン x.com/xinlong_dc/sta
…",0,0,0,179,"['#FOCUSonXINLONG', '#HEXINLONG', '#XINLONG', '#허씬롱', '#贺鑫隆', '#シンロン']",[],"['\\U0001f6a8', '\\U0001f6a8']",https://pbs.twimg.com/profile_images/1971419749381963781/WxBEqbUP_bigger.jpg,https://x.com/NunnaKeppo/status/1971194200357208207,tweet_id:1971194200357208207
2025 Philippine local and national elections,@phvote,2025-06-18T08:21:12.000Z,False,The Comelec 2nd Division says the grounds for cancellation are related to lacking requirements for the poll body's rules for accrediting party-list groups #PHVote,0,0,0,59,['#PHVote'],[],[],https://pbs.twimg.com/profile_images/1378940194930495489/C4I_uUaV_bigger.jpg,https://x.com/phvote/status/1935251436314485242,tweet_id:1935251436314485242
2025 Philippine local and national elections,@phvote,2025-06-02T12:21:11.000Z,False,"The Comelec ruled that the Constitution requires a law defining political dynasties, but petitioner Virgilio Garcia argues the Supreme Court has the power to decide what a political dynasty is when it is already 'blatant' #PHVote",0,0,1,78,['#PHVote'],[],[],https://pbs.twimg.com/profile_images/1378940194930495489/C4I_uUaV_bigger.jpg,https://x.com/phvote/status/1929513623031808134,tweet_id:1929513623031808134
2025 Philippine local and national elections,@phvote,2025-06-19T02:21:13.000Z,False,"Since proclaimed winner Joey Chua Uy may still appeal the decision, he may still assume the position on June 30 until the decision becomes final #PHVote",0,0,0,72,['#PHVote'],[],[],https://pbs.twimg.com/profile_images/1378940194930495489/C4I_uUaV_bigger.jpg,https://x.com/phvote/status/1935523233270305133,tweet_id:1935523233270305133
Mk,@purplehearts303,2025-09-26T12:46:30.000Z,False,"Please Please Please

WHAT IF TAYO SA ARANETA 
WHAT IF TAYO SA ARANETA",0,0,1,133,[],[],[],https://pbs.twimg.com/profile_images/1964514677691760640/V9PCIaJ3_bigger.jpg,https://x.com/purplehearts303/status/1971556988841857314,tweet_id:1971556988841857314
2025 Philippine local and national elections,@phvote,2025-06-28T12:21:12.000Z,False,"Compared to previous years, PWDs say they had a much better voting experience in the 2025 elections, but the system still needs improvement #PHVote",0,0,1,80,['#PHVote'],[],[],https://pbs.twimg.com/profile_images/1378940194930495489/C4I_uUaV_bigger.jpg,https://x.com/phvote/status/1938935713950585170,tweet_id:1938935713950585170
2025 Philippine local and national elections,@phvote,2025-06-24T00:21:06.000Z,False,"In his motion for reconsideration filed with the Comelec, Congressman Benny Abante's rival Joey Uy asserts he is a natural-born Filipino #PHVote",0,0,0,133,['#PHVote'],[],[],https://pbs.twimg.com/profile_images/1378940194930495489/C4I_uUaV_bigger.jpg,https://x.com/phvote/status/1937304943406276993,tweet_id:1937304943406276993
,@_MIGZ29,2025-09-22T06:21:16.000Z,True,"ʜᴀʜᴀʜᴀʜᴀʜᴀʜᴀʜᴀʜᴀʜᴀʜᴀʜᴀ

ɪɴᴜɴᴀʜᴀɴ ᴀɴɢ ɪᴍʙᴇsᴛɪɢᴀsʏᴏɴ ɴɢ ᴘᴀʟᴀsʏᴏ ᴋᴀsɪ ᴀʟᴀᴍ ɴɪʏᴀ sᴀ sᴀʀɪʟɪ ɴɪʏᴀ ᴀɴɢ ᴛᴏᴛᴏᴏ..

ᴘᴜᴛᴀɴɢɪɴᴀ ᴍᴏ ᴄʜᴀᴠɪᴛ! 

sɪɴᴏ ᴏ ᴋᴀɴɪɴᴏɴɢ ɢᴇᴜᴘᴏ ʙᴀ ᴀɴɢ ɢᴜsᴛᴏ ᴍᴀᴀʟɪs sᴀ ᴘᴡᴇsᴛᴏ sɪ ᴘʙʙᴍ?!

ᴜɴɢᴀs!",2,0,31,1.4K,[],[],[],https://pbs.twimg.com/profile_images/1904594004370436096/6z0XEjGC_bigger.jpg,https://x.com/_MIGZ29/status/1970010489594818995,tweet_id:1970010489594818995
PTVph,@PTVph,2025-09-22T00:08:20.000Z,False,"• PR2199: Laoag - Manila
• PR2688: Clark - Basco
• PR2689: Basco - Clark
• PR2932: Manila - Basco
• PR2933: Basco - Manila
• PR2018: Manila - Cauayan
• PR2019: Cauayan - Manila
• PR2014: Manila - Tuguegarao
• PR2015: Tuguegarao - Manila 

(3/4)",1,0,0,279,[],[],[],https://pbs.twimg.com/profile_images/882867360494829568/n4cDpI7n_bigger.jpg,https://x.com/PTVph/status/1969916639757123642,tweet_id:1969916639757123642
2025 Philippine local and national elections,@phvote,2025-06-26T03:21:06.000Z,False,The Comelec en banc finds there is no proof Teodoro abandoned his domicile in the 1st district of Marikina #PHVote,0,0,0,81,['#PHVote'],[],[],https://pbs.twimg.com/profile_images/1378940194930495489/C4I_uUaV_bigger.jpg,https://x.com/phvote/status/1938075017478041605,tweet_id:1938075017478041605
ᜋᜑᜎ᜴ ᜃᜒᜆ ᜐᜓᜈ᜴Jᜁ (STOPKORAP,@Fidelissima926,2025-09-21T11:10:56.000Z,False,Para sa Pilipinas lahat tayo lalaban.,0,1,1,84,[],[],"['\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\u270a\\U0001f3fb', '\\u270a\\U0001f3fb', '\\u270a\\U0001f3fb']",https://pbs.twimg.com/profile_images/1845283417698729985/r4JktlIZ_bigger.jpg,https://x.com/Fidelissima926/status/1969720998971977747,tweet_id:1969720998971977747
뿡,@ppung888888,2025-09-26T13:03:38.000Z,True,"ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʕ•̫͡•ʔ•̫͡•ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ
ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʕ•̫͡•ʔ•̫͡•ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ
ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʕ•̫͡•ʔ•̫͡•ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ",0,0,0,10,[],[],[],https://pbs.twimg.com/profile_images/1966006494518013952/SfIX1hty_bigger.jpg,https://x.com/ppung888888/status/1971561299760013430,tweet_id:1971561299760013430
2025 Philippine local and national elections,@phvote,2025-06-30T08:21:15.000Z,False,Interior Secretary Jonvic Remulla says the DILG has asked the DFA to communicate with the ICC to allow detained Mayor-elect Rodrigo Duterte to take his oath in front of the Philippine consul #PHVote,0,0,0,103,['#PHVote'],[],[],https://pbs.twimg.com/profile_images/1378940194930495489/C4I_uUaV_bigger.jpg,https://x.com/phvote/status/1939600106132541902,tweet_id:1939600106132541902
COMELEC,@COMELEC,2025-09-25T13:05:54.000Z,True,𝐊𝐚𝐬𝐚𝐥𝐮𝐤𝐮𝐲𝐚𝐧𝐠 𝐄𝐬𝐭𝐚𝐝𝐨 𝐧𝐠 𝐁𝐀𝐑𝐌𝐌 𝐏𝐚𝐫𝐥𝐢𝐚𝐦𝐞𝐧𝐭𝐚𝐫𝐲 𝐄𝐥𝐞𝐜𝐭𝐢𝐨𝐧𝐬 | 𝟐𝟓 𝐒𝐞𝐩𝐭𝐞𝐦𝐛𝐞𝐫 𝟐𝟎𝟐𝟓#COMELEC#2025BPE #BPE2025#2025BARMMPE,0,1,0,320,"['#COMELEC', '#2025BPE', '#BPE2025', '#2025BARMMPE']",[],[],https://pbs.twimg.com/profile_images/1842527039515205632/NMzdPlcI_bigger.jpg,https://x.com/COMELEC/status/1971199482089046080,tweet_id:1971199482089046080
“Nhels” ᜈ᜔ᜑᜒᜎ᜔ᜐ̊ᜁ ᜑᜓᜑ̊ᜎ᜔ᜎ,@Nhelsieh5,2025-09-21T06:30:32.000Z,False,Grabe nakakaiyack ka Pilipinas. Sana ay pag dating sa susunod na election ganito parin #LabanSaKatiwalian #LabanParaSaBayan #LabanPilipinas,0,1,9,467,"['#LabanSaKatiwalian', '#LabanParaSaBayan', '#LabanPilipinas']",[],"['\\U0001fac2', '\\U0001f90d', '\\U0001f1f5\\U0001f1ed', '\\u270a']",https://pbs.twimg.com/profile_images/1837267172164521987/5Zh5qDVJ_bigger.jpg,https://x.com/Nhelsieh5/status/1969650432806158749,tweet_id:1969650432806158749
NunnaKeppo,@NunnaKeppo,2025-09-25T03:02:08.000Z,True,𝙑𝙊𝙏𝙀 𝙓𝙄𝙉𝙇𝙊𝙉𝙂#FOCUSonXINLONG #HEXINLONG #XINLONG #허씬롱 #贺鑫隆 #シンロン,0,0,7,853,"['#FOCUSonXINLONG', '#HEXINLONG', '#XINLONG', '#허씬롱', '#贺鑫隆', '#シンロン']",[],"['\\U0001f6a8', '\\U0001f6a8']",https://pbs.twimg.com/profile_images/1971419749381963781/WxBEqbUP_bigger.jpg,https://x.com/NunnaKeppo/status/1971047539555303551,tweet_id:1971047539555303551
lia ♡,@belovedwillcaa,2025-09-21T00:58:37.000Z,True,"MARCOS, SINGILIN! DUTERTE, PANAGUTIN! 

MARCOS, DUTERTE WALANG PINAG-IBA! PAREHONG KORAP, PAHIRAP SA MASA! ",0,6,14,634,[],[],['\\u270a'],https://pbs.twimg.com/profile_images/1964603314160750603/DYrNbzcX_bigger.jpg,https://x.com/belovedwillcaa/status/1969566904898801942,tweet_id:1969566904898801942
ABS-CBN News,@ABSCBNNews,2025-07-10T09:25:00.000Z,True,‘Wala tayong kinakatakot’: Comelec’s Garcia welcomes raps on alleged irregularities during #Halalan2025,0,2,6,2.9K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_bigger.jpg,https://x.com/ABSCBNNews/status/1943240025547903106,tweet_id:1943240025547903106
eli | juneNOO,@tsokulet_,2025-09-26T09:52:25.000Z,False,Kasama ph kasama ph kasama ph kasama ph Kasama ph kasama ph kasama ph kasama ph Kasama ph kasama ph kasama ph kasama ph,0,0,0,38,[],[],[],https://pbs.twimg.com/profile_images/1688135716646400000/dfpjx2e6_bigger.jpg,https://x.com/tsokulet_/status/1971513177067405517,tweet_id:1971513177067405517
iya | minamahal era,@m4riyahrz,2025-09-23T13:01:46.000Z,False,PLSVOTETHE LETTER B AWA NALANG AT TSAKA PARA MAKAPOST NA NG TAGS AT MAKAPAG SAVE DRAFTS NA ANG LAHAT HWHAAHAHHAHAHAHAHAHA,2,0,1,245,[],[],"['\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d']",https://pbs.twimg.com/profile_images/1970120359132487680/z-hrOOmW_bigger.jpg,https://x.com/m4riyahrz/status/1970473668854825064,tweet_id:1970473668854825064
"RG Cruz, ABS-CBN News",@RG_Cruz12479,2025-06-11T11:47:12.000Z,False,"The Senate of the Philippines honored its outgoing members from the 19th Congress before sine die adjournment: Senators  Aquilino Pimentel III, Nancy Binay, Grace Poe, and Cynthia Villar are term limited, while Senators Francis Tolentino and Ramon Revilla, Jr lost #Halalan2025",0,1,7,1K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1520283967542337536/5NSZ5y4L_bigger.jpg,https://x.com/RG_Cruz12479/status/1932766561636597823,tweet_id:1932766561636597823
웬•.☽̶☾ ݁˖☁︎,@__eriwon,2025-09-21T11:19:22.000Z,False,"Ang GALIT ngayon DALHIN hanggang ELEKSYON. 

HUWAG TAYONG MAKALIMOT.#BahaSaLuneta#TrillionPesoMarch",0,2,18,355,"['#BahaSaLuneta', '#TrillionPesoMarch']",[],[],https://pbs.twimg.com/profile_images/1937821420316422144/28KeOuzI_bigger.jpg,https://x.com/__eriwon/status/1969723121449214215,tweet_id:1969723121449214215
Hea 𓍢ִ໋͙֒✧˚.,@zofgk_tabby,2025-09-21T05:26:40.000Z,False,"Sa lahat ng pupunta, pumunta, at pupunta pa lang, ingat mga loves! Huwag kakalimutan ang dahilan ng ating pagtitipon-tipon ngayon! Bitbitin ang galit, sakit, at paghihirap na dinadanas ng ating mga kababayan taon taon at isigaw lahat ng ating layunin para sa bansa! #BahaSaLuneta",0,0,4,314,['#BahaSaLuneta'],[],[],https://pbs.twimg.com/profile_images/1930939327116369920/_9-sXNUK_bigger.jpg,https://x.com/zofgk_tabby/status/1969634361764168088,tweet_id:1969634361764168088
Géwonii;ଓ,@Chestnut_Satto,2025-09-26T12:53:21.000Z,False,"Bright and bold

SHUVEEDOO BILI TAYO 
SHUVEEDOO BILI TAYO 
SHUVEEDOO BILI TAYO",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1959205081989218304/F5A396zw_bigger.jpg,https://x.com/Chestnut_Satto/status/1971558713992577050,tweet_id:1971558713992577050
ABS-CBN News,@ABSCBNNews,2025-07-08T14:05:00.000Z,True,"Comelec publishes SOCEs of #Halalan2025 candidates, political parties, partylists",0,3,4,3.8K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_bigger.jpg,https://x.com/ABSCBNNews/status/1942585714287468634,tweet_id:1942585714287468634
mae,@hygablaxheee,2025-09-22T02:49:55.000Z,True,"WAG NATING KALIMUTAN KUNG PAANONG TAYO AY PINAHIHIRAPAN NGAYON DALHIN NATIN HANGGANG ELEKSYON. ILUKLOK ANG NARARAPAT, IKULONG ANG MGA KURAKOT.

MAHIYA NAMAN KAYO SA KAPWA NYO PILIPINO!",0,0,0,37,[],[],[],https://pbs.twimg.com/profile_images/1945873048789229568/eM0Oe5qs_bigger.jpg,https://x.com/hygablaxheee/status/1969957302678757867,tweet_id:1969957302678757867
v #NoToMandatoryROTC,@7x7r4p0l473,2025-05-18T01:54:14.000Z,False,Philippine midterm elections data for 2025 is out!,7,66,280,233K,[],[],[],https://pbs.twimg.com/profile_images/1664956862557741056/zefsmwkG_bigger.png,https://x.com/7x7r4p0l473/status/1923920031244747102,tweet_id:1923920031244747102
COMELEC,@COMELEC,2025-09-21T01:35:26.000Z,True,"𝐊𝐚𝐬𝐚𝐥𝐮𝐤𝐮𝐲𝐚𝐧𝐠 𝐄𝐬𝐭𝐚𝐝𝐨 𝐧𝐠 𝐁𝐀𝐑𝐌𝐌 𝐏𝐚𝐫𝐥𝐢𝐚𝐦𝐞𝐧𝐭𝐚𝐫𝐲 𝐄𝐥𝐞𝐜𝐭𝐢𝐨𝐧𝐬 | 𝟐𝟏 𝐒𝐞𝐩𝐭𝐞𝐦𝐛𝐞𝐫 𝟐𝟎𝟐𝟓

Narito ang mga pagbabagong kasulukuyang nagaganap ukol sa October 13, 2025 BARMM Parliamentary Elections.#COMELEC#2025BARMMPE",0,2,3,644,"['#COMELEC', '#2025BARMMPE']",[],[],https://pbs.twimg.com/profile_images/1842527039515205632/NMzdPlcI_bigger.jpg,https://x.com/COMELEC/status/1969576171689165054,tweet_id:1969576171689165054
"halika, isa pa",@hifangirlpoako,2025-09-21T11:22:19.000Z,True,PILIIN ANG PILIPINAS. PILIIN MGA PILIPINO,0,0,1,116,[],[],[],https://pbs.twimg.com/profile_images/1956711183396061184/7KInrr5H_bigger.jpg,https://x.com/hifangirlpoako/status/1969723863132205229,tweet_id:1969723863132205229
ִֶָ࣪☾. she_ynaaa ִ ࣪𖤐 |,@she_ynaaa,2025-09-21T01:09:39.000Z,True,TANGINA PARA SA PILIPINAS,0,0,0,108,[],[],"['\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f525', '\\U0001f525', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed']",https://pbs.twimg.com/profile_images/1959223871120527360/rJDNsyPG_bigger.jpg,https://x.com/she_ynaaa/status/1969569680424911160,tweet_id:1969569680424911160
ABS-CBN News,@ABSCBNNews,2025-06-25T14:25:00.000Z,True,Camille Villar takes oath of office before mom Cynthia #Halalan2025,9,0,1,6.4K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_bigger.jpg,https://x.com/ABSCBNNews/status/1937879705144741926,tweet_id:1937879705144741926
KCee,@Ha_Hatdog_Mo,2025-09-25T11:11:30.000Z,True,Palambing naman po. Pa vote para sa ating olbap,0,1,0,23,[],[],[],https://pbs.twimg.com/profile_images/1969457773537824768/ai_cjFpT_bigger.jpg,https://x.com/Ha_Hatdog_Mo/status/1971170692537426357,tweet_id:1971170692537426357
Minnie,@Erlqt2025,2025-09-19T14:09:16.000Z,False,Vote tayo dito guys.  wala naman mawawala. Hehe,0,0,0,176,[],[],[],https://pbs.twimg.com/profile_images/1970345431373881350/kqG3ZVE4_bigger.jpg,https://x.com/Erlqt2025/status/1969041100632359106,tweet_id:1969041100632359106
´,@eiffeleaa,2025-09-21T07:19:44.000Z,False, IKULONG  NA  ‘YANG  MGA  KURAKOT ,0,4,5,426,[],[],"['\\U0001f5e3', '\\U0001f5e3', '\\U0001f5e3', '\\U0001f5e3', '\\U0001f5e3', '\\U0001f5e3']",https://pbs.twimg.com/profile_images/1969237189243678720/VSn6JNJ8_bigger.jpg,https://x.com/eiffeleaa/status/1969662816564232278,tweet_id:1969662816564232278
BisayangIlokanoV2.0,@llokano202306,2025-09-25T23:21:39.000Z,False,"Mga oplok, ",0,0,1,95,[],[],"['\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f60a', '\\U0001f60a', '\\U0001f60a', '\\U0001f60a', '\\U0001f60a', '\\U0001f60a', '\\U0001f60a', '\\U0001f60a']",https://pbs.twimg.com/profile_images/1782722021102936064/9Xr7OyPf_bigger.jpg,https://x.com/llokano202306/status/1971354440134447442,tweet_id:1971354440134447442
Democratic Republican PH,@DemRepPinas,2025-09-21T04:56:08.000Z,False,"Tons of Participants, Tons of Future Deportees.",0,0,2,14,[],[],[],https://pbs.twimg.com/profile_images/1953440944138915840/CRrJHVTX_bigger.jpg,https://x.com/DemRepPinas/status/1969626678516465938,tweet_id:1969626678516465938
KapampanganKu,@KapampanganKu11,2025-09-19T18:49:53.000Z,False,Patalsikin si SARA! Patalsikin si SARA! Patalsikin si SARA!Patalsikin si SARA! Patalsikin si SARA! Patalsikin si SARA! Patalsikin si SARA!Patalsikin si SARA!Patalsikin si SARA! Patalsikin si SARA! Patalsikin si SARA!Patalsikin si SARA!,2,0,0,43,[],[],[],https://pbs.twimg.com/profile_images/1582333611914952707/MqoOBT8H_bigger.jpg,https://x.com/KapampanganKu11/status/1969111723513672062,tweet_id:1969111723513672062
✿ ℳ 𝓮𝓵𝓲𝓼𝓪.ℬ ❁,@maya_lovingyou,2025-09-23T10:47:31.000Z,False,Iboto sa susunod na eleksyon! ,0,0,1,28,[],[],"['\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d']",https://pbs.twimg.com/profile_images/1965797999612936192/OybP19mM_bigger.jpg,https://x.com/maya_lovingyou/status/1970439880825282741,tweet_id:1970439880825282741
,@Purradisehome,2025-09-26T12:57:19.000Z,False,"⠀    
Teruntuk para miung: 

001 002 003 004 005 
008 009 010 011 012 
013 014 015 016 017 
018 019 021 022 023 
024 025 026 027 028 
029 030 031 032 033 
034 035 036 037 038 
040 041 042
⠀   ",1,1,0,55,[],[],[],https://pbs.twimg.com/profile_images/1965358391548928000/qAVv14c3_bigger.png,https://x.com/Purradisehome/status/1971559712660529191,tweet_id:1971559712660529191
fe ♡⁠˖⁠꒰⁠ᵕ⁠༚⁠ᵕ⁠⑅⁠꒱KISHES,@fanlyfe58172,2025-09-21T07:52:54.000Z,True,"Simulan ang pagbabago, sa tamang pagboto! LABAN PILIPINAS ",0,1,9,278,[],[],['\\U0001f1f5\\U0001f1ed'],https://pbs.twimg.com/profile_images/1963108795380547584/JYZ_UEEx_bigger.jpg,https://x.com/fanlyfe58172/status/1969671163866726846,tweet_id:1969671163866726846
ᗰᗩᕼᗩᒪ KO ᗩᑎG ᗪᗩY6 @,ᗰᗩᕼᗩᒪ KO ᗩᑎG ᗪᗩY6 @,2025-09-26T12:28:36.000Z,False,"Buti na lang hindi election period. Kundi, matatakpan yan ng mga pulpulitikong kurakot",0,0,1,33,[],[],[],https://pbs.twimg.com/profile_images/1940394050265227264/WgxdscoJ_bigger.jpg,https://x.com/121U_VillainDay/status/1971552482062164390,tweet_id:1971552482062164390
wirt,@notwirtit,2025-09-21T12:18:43.000Z,False,"MARCOS-DUTERTE WALANG PINAG-IBA!

MARCOS-DUTERTE WALANG PINAG-IBA!

MARCOS-DUTERTE WALANG PINAG-IBA!

MARCOS-DUTERTE WALANG PINAG-IBA!

MARCOS-DUTERTE WALANG PINAG-IBA!

MARCOS-DUTERTE WALANG PINAG-IBA!",2,8,29,979,[],[],[],https://pbs.twimg.com/profile_images/1942481686081523712/ETjFw1hK_bigger.jpg,https://x.com/notwirtit/status/1969738057218941382,tweet_id:1969738057218941382
BisayangIlokanoV2.0,@llokano202306,2025-09-20T15:21:32.000Z,True,,2,1,3,237,[],[],"['\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d', '\\U0001f61d']",https://pbs.twimg.com/profile_images/1782722021102936064/9Xr7OyPf_bigger.jpg,https://x.com/llokano202306/status/1969421676246155329,tweet_id:1969421676246155329
𝙮𝙖𝙣𝙖 ೀ | (ꜱᴜᴘᴇʀ ᴏᴀ) ☘︎ ݁˖☁︎ೃ‍ˎˊ˗,@yxnxpxrk,2025-09-26T00:02:12.000Z,False,in short haneulz balwarte ang pilipinas yes yes,0,0,0,88,[],[],[],https://pbs.twimg.com/profile_images/1970866691728109568/QwDsG3n-_bigger.jpg,https://x.com/yxnxpxrk/status/1971364644246999351,tweet_id:1971364644246999351
